imdbid,cast
tt1855401,"{'Bill A. Jones': 'Serious Announcer', 'Jeff Goldblum': 'Chef Goldblum', 'Bob Odenkirk': 'Schlaaang Announcer', 'Frank Slaten': 'Super Seat Customer', 'Bob Ross': 'Bob Ross', 'Ronnie Rodriguez': 'Diamond Jim /              Johnny Depp', 'Nancy Stelle': 'Woman on Paris Street', 'Jean-Michel Richaud': 'Paris Policeman', 'Marilyn Porayko': 'Woman Being Ticketed', 'Erica Durance': 'Paris Waitress', 'Tim Heidecker': 'Tim Heidecker', 'Eric Wareheim': 'Eric Wareheim', 'Robert Loggia': 'Tommy Schlaaang', 'William Atherton': 'Earle Swinter', 'Michael Gross': 'Narrator'}"
tt1456635,"{'Seann William Scott': 'Doug Glatt', 'Jay Baruchel': 'Pat', 'Alison Pill': 'Eva', 'Liev Schreiber': 'Ross Rhea', 'Eugene Levy': 'Dr. Glatt', 'Marc-André Grondin': 'Xavier LaFlamme', 'Kim Coates': 'Ronnie Hortense', 'Nicholas Campbell': 'Rollie Hortense', 'Richard Clarkin': 'Gord Ogilvey', 'Jonathan Cherry': 'Marco Belchior', 'Ricky Mabe': 'John Stevenson', 'George Tchortov': 'Evgeni', 'Karl Graboshas': 'Oleg', 'Larry Woo': 'Park Kim', 'Stephen Sim': 'Backup Goalie'}"
tt0115798,"{'Jim Carrey': 'The Cable Guy', 'Matthew Broderick': 'Steven M. Kovacs', 'Leslie Mann': 'Robin Harris', 'Jack Black': 'Rick', 'George Segal': ""Steven's Father"", 'Diane Baker': ""Steven's Mother"", 'Ben Stiller': 'Sam Sweet /              Stan Sweet', 'Eric Roberts': 'Eric Roberts', 'Janeane Garofalo': 'Medieval Times Waitress', 'Andy Dick': 'Medieval Times Host', ""Harry O'Reilly"": ""Steven's Boss"", 'David Cross': 'Sales Manager', 'Amy Stiller': ""Steven's Secretary"", 'Owen Wilson': ""Robin's Date"", 'Keith Gibbs': 'Basketball Player'}"
tt0114388,"{'James Fleet': 'John Dashwood', 'Tom Wilkinson': 'Mr. Dashwood', 'Harriet Walter': 'Fanny Dashwood', 'Kate Winslet': 'Marianne Dashwood', 'Emma Thompson': 'Elinor Dashwood', 'Gemma Jones': 'Mrs. Dashwood', 'Hugh Grant': 'Edward Ferrars', 'Emilie François': 'Margaret Dashwood', 'Elizabeth Spriggs': 'Mrs. Jennings', 'Robert Hardy': 'Sir John Middleton', 'Ian Brimble': 'Thomas', 'Isabelle Amyes': 'Betsy', 'Alan Rickman': 'Colonel Brandon', 'Greg Wise': 'John Willoughby', 'Alexander John': 'Curate'}"
tt1233227,"{'Tobin Bell': 'Jigsaw /              John', 'Costas Mandylor': 'Hoffman', 'Mark Rolston': 'Erickson', 'Betsy Russell': 'Jill', 'Shawnee Smith': 'Amanda', 'Peter Outerbridge': 'William', 'Athena Karkanis': 'Agent Perez', 'Samantha Lemole': 'Pamela Jenkins', 'Tanedra Howard': 'Simone', 'Marty Moreau': 'Eddie', 'Shawn Ahmed': 'Allen', 'Janelle Hutchison': 'Addy', 'Gerry Mendicino': 'Janitor', 'Caroline Cave': 'Debbie', 'George Newbern': 'Harold'}"
tt0120744,"{'Leonardo DiCaprio': 'King Louis /              Phillippe', 'Jeremy Irons': 'Aramis', 'John Malkovich': 'Athos', 'Gérard Depardieu': 'Porthos       (as Gerard Depardieu)', 'Gabriel Byrne': ""D'Artagnan"", 'Anne Parillaud': 'Queen Anne', 'Judith Godrèche': 'Christine       (as Judith Godreche)', 'Edward Atterton': 'Lieutenant Andre', 'Peter Sarsgaard': 'Raoul', 'Hugh Laurie': ""King's Advisor"", 'David Lowe': ""King's Advisor"", 'Brigitte Boucher': 'Madame Rotund', 'Matthew Jocelyn': 'Assassin', 'Karine Belly': 'Wench', 'Emmanuel Guttierez': ""King's Friend""}"
tt0985699,"{'Tom Cruise': 'Colonel Claus von Stauffenberg', 'Kenneth Branagh': 'Major-General Henning von Tresckow', 'Bill Nighy': 'General Friedrich Olbricht', 'Tom Wilkinson': 'General Friedrich Fromm', 'Carice van Houten': 'Nina von Stauffenberg', 'Thomas Kretschmann': 'Major Otto Ernst Remer', 'Terence Stamp': 'Ludwig Beck', 'Eddie Izzard': 'General Erich Fellgiebel', 'Kevin McNally': 'Dr. Carl Goerdeler       (as Kevin R. McNally)', 'Christian Berkel': 'Colonel Mertz von Quirnheim', 'Jamie Parker': 'Lieutenant Werner von Haeften', 'David Bamber': 'Adolf Hitler', 'Tom Hollander': 'Colonel Heinz Brandt', 'David Schofield': 'Erwin von Witzleben', 'Kenneth Cranham': 'Field Marshal Wilhelm Keitel'}"
tt0100135,"{'Charlie Sheen': 'Carl Taylor', 'Emilio Estevez': 'James St. James', 'Leslie Hope': 'Susan Wilkins', 'Keith David': 'Louis Fedders', 'Dean Cameron': 'Pizza Man', 'John Getz': 'Maxwell Potterdam III', 'Hawk Wolinski': 'Biff', 'John Lavachielli': 'Mario', 'Geoffrey Blake': 'Frost', 'Cameron Dye': 'Luzinski', 'John Putch': 'Mike', 'Tommy Hinkley': 'Jeff', 'Darrell Larson': 'Jack Berger', 'Sy Richardson': 'Walt Richardson', 'Kari Whitman': 'Judy'}"
tt1095442,"{'Souleymane Sy Savane': 'Solo', 'Red West': 'William', 'Diana Franco Galindo': 'Alex', ""Lane 'Roc' Williams"": 'Roc', 'Mamadou Lam': 'Mamadou', 'Carmen Leyva': 'Quiera', 'Peter N. Anyieth': 'DVD Seller', 'Jim Babel': 'Airline Interviewer', 'Sarah S. Brooks': 'Passenger with Hat', 'Lasheka Brown': 'Crack Passenger', 'Neill Fleeman': 'Airline Interviewer', ""Jamill 'Peaches' Fowler"": 'Pork Chop', 'Evelia Garcia': 'Bar Owner', 'Chris Greene': 'Thug', 'Viktor Hernandez': ""Quiera's Cousin""}"
tt0077597,"{'Kirsten Baker': 'June', 'Linda Lawrence': 'Betty', 'Sandy Johnson': 'April', 'Rikki Marin': 'January', 'Leslie King': 'Jane', 'Demetre Phillips': 'Hank', 'Steve Bond': 'Butch', 'Ken Lerner': 'Peewee', 'Dave Shelley': 'Mr. Friendly', 'Huntz Hall': 'Uncle Joe', 'Joe E. Ross': 'Bruno', 'Mike Mazurki': 'Moiv', 'Dennis Bowen': 'Roger', 'Robert Kenneally': 'Hal       (as Rob Kenneally)', 'Paul Tinder': 'Michael'}"
tt0492389,"{'Brendan Fraser': 'Dan Sanders', 'Ricky Garcia': 'Frank', 'Eugene Cordero': 'Cheese', ""Patrice O'Neal"": 'Gus', 'Jim Norton': 'Hank', 'Brooke Shields': 'Tammy Sanders', 'Matt Prokop': 'Tyler Sanders', 'Billy Bush': 'Drill Sergeant', 'Ken Jeong': 'Neal Lyman', 'Angela Kinsey': 'Felder', 'Samantha Bee': 'Principal Baker', 'Alice Drummond': 'Mrs. Martin', 'Toby Huss': 'Wilson', 'Skyler Samuels': 'Amber', 'Gerry Bednob': 'Mr. Gupta'}"
tt0097257,"{'Geena Davis': 'Valerie', 'Jeff Goldblum': 'Mac', 'Jim Carrey': 'Wiploc', 'Damon Wayans': 'Zeebo', 'Julie Brown': 'Candy Pink', 'Michael McKean': 'Woody', 'Charles Rocket': 'Ted', 'Larry Linville': 'Dr. Bob', 'Rick Overton': 'Dr. Rick', 'Diane Stilwell': 'Robin', 'Juney Ellis': 'Mrs. Merkin       (as June C. Ellis)', 'Felix Montano': 'Ramon', 'Rick Hurst': 'Joe the Cop       (as Richard Hurst)', 'Leslie Morris': 'Mike the Cop', 'Lisa Fuller': 'Kikki'}"
tt0059124,"{'Vincent Price': 'Dr. Goldfoot', 'Frankie Avalon': 'Craig Gamble', 'Dwayne Hickman': 'Todd Armstrong', 'Susan Hart': 'Diane', 'Jack Mullaney': 'Igor', 'Fred Clark': 'D.J. Pevney', 'Patti Chandler': 'Robot', 'Mary Hughes': 'Robot', 'Salli Sachse': 'Robot', 'Luree Holmes': 'Robot', 'Sue Hamilton': 'Robot', 'Laura Nicholson': 'Robot', 'Marianne Gaba': 'Robot', 'China Lee': 'Robot', 'Issa Arnal': 'Robot'}"
tt0088960,"{""Peter O'Toole"": 'Dr. Harry Wolper', 'Mariel Hemingway': 'Meli', 'Vincent Spano': 'Boris Lafkin', 'Virginia Madsen': 'Barbara Spencer', 'David Ogden Stiers': 'Dr. Sid Kullenbeck', 'John Dehner': 'Paul', 'Karen Kopins': 'Lucy Wolper', 'Kenneth Tigar': 'Pavlo', 'Elsa Raven': 'Mrs. Mallory', 'Lee Kessler': 'Mrs. Pruitt', 'Rance Howard': 'Mr. Spencer', 'Ellen Geer': 'Mrs. Spencer', 'Ian Wolfe': 'Prof. Brauer', 'Mike Jolly': 'Boom-Boom', 'Burton Collins': 'Lyman'}"
tt0804452,"{'Logan Browning': 'Sasha', 'Janel Parrish': 'Jade', 'Nathalia Ramos': 'Yasmin', 'Skyler Shaye': 'Cloe', 'Chelsea Kane': 'Meredith       (as Chelsea Staub)', 'Anneliese van der Pol': 'Avery', 'Melise': 'Quinn       (as Malese Jow)', 'Ian Nelson': 'Dylan', 'Stephen Ford': 'Cameron       (as Stephen Lunsford)', 'Jon Voight': 'Principal Dimly', 'Lainie Kazan': 'Bubbie', 'William May': 'Manny', 'Emily Rose Everhard': 'Cherish       (as Emily Everhard)', 'Chet Hanks': 'Dexter', 'Carl Rux': 'Mr. Whitman /              DJ Wax'}"
tt0162662,"{'Lili Taylor': 'Evie Decker', 'Guy Pearce': 'Drumstrings Casey', 'Irma P. Hall': 'Clotelia', 'Tom Bower': 'Mr. Decker', 'Bruno Kirby': 'Kiddie Acres Manager', 'Veronica Cartwright': 'Mrs. Casey', 'Shawnee Smith': 'Faye-Jean Lindsay', 'Sara Rue': 'Violet', 'John Hawkes': 'David Elliot', 'Marshall Bell': 'Mr. Casey', 'Jo Ann Farabee': 'Woman at Salon', 'Harv Morgan': 'Dick St. Clair', 'Jason Russel Waller': 'Audience Member #1       (as Jason Russell Waller)', 'Lew Temple': 'Audience Member #2', 'Jason Kavalewitz': 'Young Sex Band'}"
tt0245712,"{'Emilio Echevarría': 'El Chivo', 'Gael García Bernal': 'Octavio       (as Gael García)', 'Goya Toledo': 'Valeria', 'Álvaro Guerrero': 'Daniel       (as Alvaro Guerrero)', 'Vanessa Bauche': 'Susana', 'Jorge Salinas': 'Luis', 'Marco Pérez': 'Ramiro', 'Rodrigo Murray': 'Gustavo', 'Humberto Busto': 'Jorge', 'Gerardo Campbell': 'Mauricio', 'Rosa María Bianchi': 'Tía Luisa (Aunt Luisa)', 'Dunia Saldívar': ""Mama Susana (Susana's Mother)"", 'Adriana Barraza': ""Mama Octavio (Octavio's Mother)"", 'José Sefami': 'Leonardo', 'Lourdes Echevarría': 'Maru'}"
tt1602098,"{'Glenn Close': 'Albert Nobbs', 'Antonia Campbell-Hughes': 'Emmy       (as Antonia Campbell Hughes)', 'Mia Wasikowska': 'Helen', 'Pauline Collins': 'Mrs. Baker', 'Maria Doyle Kennedy': 'Mary', 'Mark Williams': 'Sean Casey', 'James Greene': 'Patrick', 'Serena Brabazon': 'Mrs. Moore', 'Michael McElhatton': 'Mr. Moore', 'Dolores Mullally': 'Milady', 'Bonnie McCormack': 'Miss Shaw', 'Phyllida Law': 'Mrs. Cavendish', 'Brendan Gleeson': 'Dr. Holloran', 'Kenneth Collard': 'Monsieur Pigot', 'Judy Donovan': 'Madame Pigot'}"
tt1399683,"{'Jennifer Lawrence': 'Ree', 'Isaiah Stone': 'Sonny', 'Ashlee Thompson': 'Ashlee', 'Valerie Richards': 'Connie', 'Shelley Waggener': 'Sonya', 'Garret Dillahunt': 'Sheriff Baskin', 'William White': 'Blond Milton', 'Ramona Blair': 'Parenting Teacher', 'Lauren Sweetser': 'Gail', 'Andrew Burnley': 'Baby Ned', 'Phillip Burnley': 'Baby Ned', 'Isaac Skidmore': 'Baby Ned', 'Cody Brown': 'Floyd', 'Cinnamon Schultz': 'Victoria', 'John Hawkes': 'Teardrop'}"
tt1291584,"{'Joel Edgerton': 'Brendan Conlon', 'Tom Hardy': 'Tommy Conlon', 'Nick Nolte': 'Paddy Conlon', 'Jennifer Morrison': 'Tess Conlon', 'Frank Grillo': 'Frank Campana', 'Kevin Dunn': 'Principal Zito', 'Maximiliano Hernández': 'Colt Boyd', 'Bryan Callen': 'Bryan Callen', 'Sam Sheridan': 'Sam Sheridan', 'Fernando Chien': 'Fenroy       (as Fernando Funan Chien)', 'Jake McLaughlin': 'Mark Bradford', 'Vanessa Martinez': 'Pilar Fernandez', 'Denzel Whitaker': 'Stephon', 'Carlos Miranda': 'Tito', 'Manuel Espinosa': 'Warden Perez'}"
tt0065214,"{'William Holden': 'Pike', 'Ernest Borgnine': 'Dutch', 'Robert Ryan': 'Thornton', ""Edmond O'Brien"": 'Sykes', 'Warren Oates': 'Lyle Gorch', 'Jaime Sánchez': 'Angel       (as Jaime Sanchez)', 'Ben Johnson': 'Tector Gorch', 'Emilio Fernández': 'Mapache       (as Emilio Fernandez)', 'Strother Martin': 'Coffer', 'L.Q. Jones': 'T.C', 'Albert Dekker': 'Harrigan', 'Bo Hopkins': 'Crazy Lee', 'Dub Taylor': 'Wainscoat', 'Paul Harper': 'Ross', 'Jorge Russek': 'Zamorra'}"
tt0075314,"{'Diahnne Abbott': 'Concession Girl       (as Diahnne Abbot)', 'Robinson Frank Adu': 'Angry Black Man       (as Frank Adu)', 'Victor Argo': 'Melio       (as Vic Argo)', 'Gino Ardito': 'Policeman at Rally', 'Garth Avery': ""Iris' Friend"", 'Peter Boyle': 'Wizard', 'Albert Brooks': 'Tom', 'Harry Cohn': 'Cabbie in Bellmore', 'Copper Cunningham': 'Hooker in Cab', 'Robert De Niro': 'Travis Bickle       (as Robert DeNiro)', 'Brenda Dickson': 'Soap Opera Woman', 'Harry Fischler': 'Dispatcher', 'Jodie Foster': 'Iris', 'Nat Grant': 'Stick-Up Man', 'Leonard Harris': 'Charles Palantine'}"
tt0258000,"{'Jodie Foster': 'Meg Altman', 'Kristen Stewart': 'Sarah Altman', 'Forest Whitaker': 'Burnham', 'Dwight Yoakam': 'Raoul', 'Jared Leto': 'Junior', 'Patrick Bauchau': 'Stephen Altman', 'Ann Magnuson': 'Lydia Lynch', 'Ian Buchanan': 'Evan Kurlander', 'Andrew Kevin Walker': 'Sleepy Neighbor', 'Paul Schulze': 'Officer Keeney', 'Mel Rodriguez': 'Officer Morales', 'Richard Conant': 'SWAT Cop', 'Paul Simon': 'SWAT Cop', 'Victor Thrash': 'SWAT Cop', 'Ken Turner': 'SWAT Cop'}"
tt0093565,"{'Cher': 'Loretta Castorini', 'Nicolas Cage': 'Ronny Cammareri', 'Vincent Gardenia': 'Cosmo Castorini', 'Olympia Dukakis': 'Rose Castorini', 'Danny Aiello': 'Mr. Johnny Cammareri', 'Julie Bovasso': 'Rita Cappomaggi', 'John Mahoney': 'Perry', 'Louis Guss': 'Raymond Cappomaggi', 'Feodor Chaliapin Jr.': 'Old Man       (as Feodor Chaliapin)', 'Anita Gillette': 'Mona', 'Leonardo Cimino': 'Felix', 'Paula Trueman': 'Lucy', 'Nada Despotovich': 'Chrissy', 'Joe Grifasi': 'Shy Waiter', 'Gina DeAngeles': 'Old Crone'}"
tt1527186,"{'Kirsten Dunst': 'Justine', 'Charlotte Gainsbourg': 'Claire', 'Alexander Skarsgård': 'Michael', 'Brady Corbet': 'Tim', 'Cameron Spurr': 'Leo', 'Charlotte Rampling': 'Gaby', 'Jesper Christensen': 'Little Father', 'John Hurt': 'Dexter', 'Stellan Skarsgård': 'Jack', 'Udo Kier': 'Wedding Planner', 'Kiefer Sutherland': 'John', 'James Cagnard': ""Michael's Father"", 'Deborah Fronko': ""Michael's Mother"", 'Charlotta Miller': 'Betty 1', 'Claire Miller': 'Betty 2'}"
tt1615147,"{'Kevin Spacey': 'Sam Rogers', 'Paul Bettany': 'Will Emerson', 'Jeremy Irons': 'John Tuld', 'Zachary Quinto': 'Peter Sullivan', 'Penn Badgley': 'Seth Bregman', 'Simon Baker': 'Jared Cohen', 'Mary McDonnell': 'Mary Rogers', 'Demi Moore': 'Sarah Robertson', 'Stanley Tucci': 'Eric Dale', 'Aasif Mandvi': 'Ramesh Shah', 'Ashley Williams': 'Heather Burke', 'Susan Blackwell': 'Lauren Bratberg', 'Maria Dizzia': 'Executive Assistant', 'Jimmy Palumbo': 'Security Guard', 'Al Sapienza': 'Louis Carmelo'}"
tt1588170,"{'Byung-Hun Lee': 'Kim Soo-hyeon', 'Min-sik Choi': 'Jang Kyung-chul', 'In-seo Kim': 'Se-jung', 'Joon-Hyuk Lee': 'Agent       (as Lee Joon-Hyeok)', 'Bo-ra Nam': ""Section chief's daughter"", 'Gook-hwan Jeon': 'Squad Chief Jang', 'Ho-jin Chun': 'Section Chief Oh', 'Moo-Seong Choi': 'Tae-joo', 'Kap-su Kim': 'Planning team deputy head', 'Tae-goo Eom': 'Detective 4', 'San-ha Oh': 'Joo-yeon', 'Seung-ah Yoon': ""The Cannibal's Girlfriend"", 'Seung-Ri Ha': 'Female high school student at harbor', 'Chae-young Yoon': 'Nurse Han Song-i', 'Seo-yeon Park': 'Woman at pension       (as Park Seo-Yeon)'}"
tt0926084,"{'Bill Nighy': 'Minister Rufus Scrimgeour', 'Emma Watson': 'Hermione Granger', 'Richard Griffiths': 'Vernon Dursley', 'Harry Melling': 'Dudley Dursley', 'Daniel Radcliffe': 'Harry Potter', 'Julie Walters': 'Molly Weasley', 'Bonnie Wright': 'Ginny Weasley', 'Rupert Grint': 'Ron Weasley', 'Ian Kelly': 'Mr. Granger', 'Michelle Fairley': 'Mrs. Granger', 'Fiona Shaw': 'Petunia Dursley', 'Alan Rickman': 'Professor Severus Snape', 'Carolyn Pickles': 'Charity Burbage', 'Ralph Fiennes': 'Lord Voldemort', 'Helena Bonham Carter': 'Bellatrix Lestrange'}"
tt0190332,"{'Yun-Fat Chow': 'Master Li Mu Bai       (as Chow Yun Fat)', 'Michelle Yeoh': 'Yu Shu Lien', 'Ziyi Zhang': 'Jen Yu (Mandarin version) /              Jiao Long (English dubbed version)       (as Zhang Ziyi)', 'Chen Chang': ""Lo 'Dark Cloud' /              Luo Xiao Hu"", 'Sihung Lung': 'Sir Te', 'Pei-Pei Cheng': 'Jade Fox       (as Cheng Pei-Pei)', 'Fa Zeng Li': 'Governor Yu', 'Xian Gao': 'Bo', 'Yan Hai': 'Madame Yu', 'De Ming Wang': 'Police Inspector Tsai /              Prefect Cai Qiu', 'Li Li': 'May       (as Li Li)', 'Su Ying Huang': 'Auntie Wu', 'Jin Ting Zhang': 'De Lu', 'Rui Yang': 'Maid', 'Kai Li': 'Gou Jun Pei'}"
tt1436045,"{'Kôji Yakusho': 'Shinzaemon Shimada', 'Takayuki Yamada': 'Shinrokuro Shimada', 'Yûsuke Iseya': 'Koyata Kiga', 'Ikki Sawamura': 'Gunjiro Mitsuhashi', 'Arata Furuta': 'Heizo Sahara', 'Sôsuke Takaoka': 'Yasokichi Hioki', 'Seiji Rokkaku': 'Mosuke Otake', 'Kazuki Namioka': 'Rihei Ishizuka', 'Kôen Kondô': 'Yahachi Horii', 'Yûma Ishigaki': 'Gannai Higuchi', 'Masataka Kubota': 'Shojiro Ogura', 'IHARA': 'Kujuro Hirayama       (as Tsuyoshi Ihara)', 'Hiroki Matsukata': 'Saheita Kuranaga', 'Kazue Fukiishi': 'Tsuya /              Upashi', 'Mitsuki Tanimura': 'Chise Makino'}"
tt0098453,"{'Robyn Lively': 'Louise Miller       (as Robyn Elaine Lively)', 'Dan Gauthier': 'Brad Powell', 'Joshua John Miller': 'Richie Miller       (as Joshua Miller)', 'Caren Kaye': 'Margaret Miller', 'Dick Sargent': 'Frank Miller', 'Lisa Fuller': 'Randa', 'Mandy Ingber': 'Polly', 'Zelda Rubinstein': 'Madame Serena', 'Noah Blake': 'Rhet', 'Tina Caspary': 'Shawn       (as Tina Marie Casapary)', 'Megan Gallivan': 'Kiki       (as Megan A. Gallivan)', 'Alsari Al-Shehali': 'Vincent       (as Alssari Al-Shehail)', 'Shelley Berman': 'Mr. Weaver       (as Shelly Berman)', 'Marcia Wallace': 'Ms. Malloy', 'Daniel William Carter': 'Geek       (as Dan Carter)'}"
tt0094862,"{'Catherine Hicks': 'Karen Barclay', 'Chris Sarandon': 'Mike Norris', 'Alex Vincent': 'Andy Barclay', 'Brad Dourif': 'Charles Lee Ray /              Chucky       (voice)', 'Dinah Manoff': 'Maggie Peterson', 'Tommy Swerdlow': 'Jack Santos', 'Jack Colvin': 'Dr. Ardmore', 'Neil Giuntoli': 'Eddie Caputo', 'Juan Ramírez': 'Peddler', 'Alan Wilder': 'Mr. Criswell', 'Richard Baird': 'News Reporter at Toy Store', 'Ray Oliver': 'Dr. Death       (as Raymond Oliver)', 'Aaron Osborne': 'Orderly', 'Tyler Hard': 'Mona', 'Ted Liss': 'George'}"
tt0111653,"{'Joe Bays': 'River Townsman', 'Abraham Benrubi': 'Abe Ferguson       (as Abe Benrubi)', 'Jill Boyd': 'Prudence Taylor', 'John Candy': 'James Harlow', 'Douglas Carlson': 'Bar Patron', 'Melinda Culea': 'Constance Taylor', 'Ryan Cutrona': 'Tom', 'Bud Davis': 'Desperado Leader', 'Billy Daydoge': 'Elder       (as Bill Daydodge)', 'Thomas F. Duffy': 'Clayton Ferguson', 'David Dunard': 'Harry Bob Ferguson', 'Steve Eastin': 'Bartender', 'Roger Eschbacher': 'Reporter', 'Rodney A. Grant': 'Little Feather', 'Stuart Proud Eagle Grant': 'White Cloud       (as Stuart Grant)'}"
tt0327919,"{'Ben Tibber': 'David', 'Jim Caviezel': 'Johannes', 'Hristo Shopov': 'The Man', 'Roberto Attias': 'Baker', 'Maria Bonnevie': ""David's Mother"", 'Francesco De Vito': 'Roberto', 'Marin Jivkov': 'Cecha', 'Shaila Rubin': 'Vineyard Owner', 'Robert Syulev': 'Angelo', 'Elisabetta Bartolomei': 'Woman at Party', 'Krasimir Kutzoparov': 'Camp Officer       (as Krassimir Kutzuparov)', 'Krassimir Radkov': 'Party Guest', 'Diyan Machev': 'Party Guest       (as Deyan Machev)', 'Clem Tibber': 'Young David', 'Adrian McCourt': ""David's Father""}"
tt0094910,"{'Dan Aykroyd': 'John W. Burns, Jr.', 'Walter Matthau': 'Donald Becker', 'Charles Grodin': 'George Maitlin', 'Donna Dixon': 'Laura Rollins', 'Richard Romanus': 'Harvey Michaels', 'Mary Gross': 'Vera Maitlin', 'David Clennon': 'Lawrence Baird', 'Arye Gross': 'Perry Kovin', 'Victoria Jackson': 'Robin', 'Michael DeLorenzo': 'Lopez', 'Mickey Jones': 'Watkins', 'J.E. Freeman': 'Unger', 'David Wohl': 'Dr. Smet', 'Michael Ensign': 'Hendricks', 'Carol Mansell': 'Mrs. Blair'}"
tt0081071,"{'David Carradine': 'Cole Younger', 'Keith Carradine': 'Jim Younger', 'Robert Carradine': 'Bob Younger', 'James Keach': 'Jesse James', 'Stacy Keach': 'Frank James', 'Dennis Quaid': 'Ed Miller', 'Randy Quaid': 'Clell Miller', 'Kevin Brophy': 'John Younger', 'Harry Carey Jr.': 'George Arthur', 'Christopher Guest': 'Charlie Ford', 'Nicholas Guest': 'Bob Ford', 'Shelby Leverington': 'Annie Ralston', 'Felice Orlandi': 'Mr. Reddick', 'Pamela Reed': 'Belle Starr', 'James Remar': 'Sam Starr'}"
tt0072325,"{'Isaac Hayes': ""Mac 'Truck' Turner"", 'Yaphet Kotto': 'Harvard Blue', 'Alan Weeks': 'Jerry', 'Annazette Chase': 'Annie', 'Nichelle Nichols': 'Dorinda', 'Sam Laws': 'Nate Dinwiddie', 'Paul Harris': ""Richard Leroy 'Gator' Johnson"", 'Charles Cyphers': 'Drunk', 'John Kramer': 'Desmond', 'Scatman Crothers': 'Duke', 'Dick Miller': 'Fogarty', 'Jac Emel': 'Reno       (as Jac Emeil)', 'Stan Shaw': 'Fontana', 'Wendell Tucker': 'Wendell', 'Sonny Barnes': 'Toro       (as Clarence Barnes)'}"
tt0087727,"{'Chuck Norris': 'Col. James Braddock', 'M. Emmet Walsh': 'Jack Tucker', 'David Tress': 'Sen. Maxwell Porter', 'Lenore Kasdorf': 'Ann Fitzgerald', 'James Hong': 'Gen. Tran', 'Ernie Ortega': 'Vinh', 'Pierrino Mascarino': 'Jacques', 'Erich Anderson': 'Masucci       (as E. Erich Anderson)', 'Joseph Carberry': 'Carter', 'Avi Kleinberger': 'Dalton', 'Willie Williams': 'Randall', 'Ric Segreto': 'GI', 'Bella Flores': 'Madame Pearl', 'Gil Arceo': 'First Vietnamese Businessman', 'Roger Dantes': 'Second Vietnamese Businessman'}"
tt0051411,"{'Gregory Peck': 'James McKay', 'Jean Simmons': 'Julie Maragon', 'Carroll Baker': 'Patricia Terrill', 'Charlton Heston': 'Steve Leech', 'Burl Ives': 'Rufus Hannassey', 'Charles Bickford': 'Maj. Henry Terrill', 'Alfonso Bedoya': 'Ramón Gutierrez', 'Chuck Connors': 'Buck Hannassey', 'Chuck Hayward': 'Rafe Hannassey', 'Buff Brady': 'Dude Hannassey', 'Jim Burk': 'Blackie /              Cracker Hannassey', 'Dorothy Adams': 'Hannassey Woman', 'Chuck Roberson': 'Terrill Cowboy', 'Bob Morgan': 'Terrill Cowboy', 'John McKee': 'Terrill Cowboy'}"
tt0102555,"{'Sally Field': 'Betty Mahmoody', 'Alfred Molina': 'Moody', 'Sheila Rosenthal': 'Mahtob', 'Roshan Seth': 'Houssein', 'Sarah Badel': 'Nicole', 'Mony Rey': 'Ameh Bozorg', 'Georges Corraface': 'Mohsen', 'Mary Nell Santacroce': 'Grandma', 'Ed Grady': 'Grandpa', 'Marc Gowan': 'Doctor', 'Bruce Evers': 'Doctor', 'Jonathan Cherchi': 'Mammal', 'Soudabeh Farrokhnia': 'Nasserine', 'Michael Morim': 'Zia', 'Gili Ben-Ozilio': 'Fereshte'}"
tt0093640,"{'Kevin Costner': 'Tom Farrell', 'Gene Hackman': 'David Brice', 'Sean Young': 'Susan Atwell', 'Will Patton': 'Scott Pritchard', 'Howard Duff': 'Senator Duvall', 'George Dzundza': 'Sam Hesselman', 'Jason Bernard': 'Major Donovan', 'Iman': 'Nina Beka', 'Fred Dalton Thompson': 'Marshall', 'Leon Russom': ""Kevin O'Brien"", 'Dennis Burkley': 'Mate', 'Marshall Bell': 'Contra #1', 'Chris D.': 'Contra #2', 'Michael Shillo': 'Schiller', 'Nicholas Worth': 'Cup Breaker'}"
tt0083629,"{'Ronny Cox': 'Eli MacCleary', 'Bibi Besch': 'Caroline MacCleary', 'Paul Clemens': 'Michael MacCleary', 'Don Gordon': 'Judge Curwin', 'R.G. Armstrong': 'Doc Schoonmaker', 'Katherine Moffat': 'Amanda Platt       (as Kitty Moffat)', 'L.Q. Jones': 'Sheriff Pool', 'Logan Ramsey': 'Edwin Curwin', 'John Dennis Johnston': 'Horace Platt', 'Ron Soble': 'Tom Laws', 'Luke Askew': 'Dexter Ward', 'Meshach Taylor': 'Deputy Herbert', 'Boyce Holleman': 'Doc Odom', 'Natalie Nolan Howard': 'Court Clerk', 'Malcolm McMillin': 'Gas Station Attendant'}"
