videoid,duration
dyxcQ4FV6KM,50
r2jbK6dGLGc,133
eFs_YLy3Ld8,133
xWShDNB5XZU,132
bcY4Lhb3yhI,113
IoiZtWDO6CI,144
rf5MnH9pG_s,133
VKbyotjwcDw,180
hL71tkydKPM,91
3c5pbePUc2g,114
fWqnZTTRkm4,133
zMgKNI5A9ps,132
mFglGV3n5SM,96
l9MW39UXFmU,123
9B7tjXbhnog,59
_x4ZoZAzlL4,128
FEioKHlkczY,92
QmgPw34Xm3A,193
GhSSEuAEcm0,128
EcOENbnXxQ4,97
9da9FqZc8DU,74
HuYvFH-he5Y,131
FJBpmWxw3o8,42
eQhNOc_Bo78,132
H6XIREQHU8M,162
98wG4OA6iLw,133
RXvm3oOIG8k,120
7Lv6KX12Fbs,127
cbulyV4O3qc,128
weL-NjlIQ0E,142
zIC2aMlqEZk,72
UKAi_Zpp0_E,113
fNqz4AY0pm8,141
zxeNP1dHgXQ,133
5e9vyyrP4Zs,68
BFTqHJw_Nmg,56
pPZ7eetT6oI,53
MLrd4hKTVLQ,92
BmylCJhL-5Q,126
aZiDvfhRpz4,73
yxoE9td3Hko,133
dfrZp14tFjA,79
Oa1LpwUBNAA,104
ZVuhyX3w4Yg,122
YtDqlEcfr9w,131
4rT5fYMfEUc,117
iMliaXlKxow,133
jFoUWFmM-NU,192
0XOzPjsD_ec,176
G4cvTaP7RS8,167
T3Xlw651IoE,180
LIm8HfwnmVE,133
-Mmq6Kmd75I,79
OxCVucvlF1o,157
xFkARs9CHaE,180
o5l0Bw2jMO8,133
9U7_NBIHsQk,83
LkdJwYQIR2o,46
ppWi_bhS2eQ,125
KPowlurwWzU,143
7_hS3YLPHvI,133
7phF0rMpBiw,97
Nlyai-wfZLw,132
0L-Zqr0eyDg,47
pieqR7-byq0,120
-NzSDbGmTpA,95
GkPbF_FJuho,146
Gor6z4YDPhU,146
Oj7mIWCoE48,70
leQiIU7fzPs,47
jri0U57iWWM,180
_jFgF0gbIuk,55
TzHrqDQ1OJM,132
OBWwzOCkE_E,81
pnqh4SI-E6c,133
aopdD9Cu-So,87
dJS8Umi2b0Q,129
Vi5pdd7xHNI,134
xkzkmyOln6I,52
6Q2rF2uAH6g,83
hLQQfSmgoGY,88
DnKAU918UaE,132
JS6Gw6NVgRg,131
U6Lt17rALrM,133
KIxetRsd_2c,127
h4SMndWj5To,128
u9S41Kplsbs,215
g-gebDSBFkY,117
o1mDknOtAv4,133
1TNL7KlEI8g,44
5ecF_TOyhfQ,80
KBaCHull47I,84
J2_tJIgfnDA,31
y59dykC47mc,109
FCYA84FwbC0,116
D1kIRqy-sbA,112
VSo45ZD29oo,107
Tq8robO5eJ0,82
bCaHwP04KK0,40
N13WI3oVda8,117
j0silSyYFPM,117
xD1H-FIqeMA,133
LIXJaTQTDAg,133
BW5hIGrXcEs,104
E2kt9XttAzU,99
JMIukdtLDt8,128
CsWFLaHiQa8,179
FeK3AM7NZzQ,90
ExYO7B26kkw,104
W4xO0k9LcIU,133
cqpvoIx9wbw,34
r13I-TuDcWI,147
U49MXakb7f4,26
jk3Z-MVoUg4,135
28C0A4CEUsc,114
h1-T9LYq1hI,133
i-VeLFEMeko,122
CWN1xWdKbHY,133
TxKxj0ZWEcY,160
uqLr5PR6sbM,133
h75sq4lELLU,132
Qbnv6eHKjCQ,180
4uHWjeoTol8,51
BXqeQxRvQGY,68
AHyK8eTGHNs,82
nfcci0C95tA,67
hohZbtTAtRA,133
9B3TN2rEckQ,113
jfgWw43Fcuw,131
1UqJgV10-wE,133
wEE-EVC0P8M,133
A-Cj7v3rTWg,118
lnYzb6P_1Wg,144
hwc74Ns9EZI,57
BavTQmiA9mc,138
Ad7rUGIPVqQ,130
wuZwdLfxTQ8,68
6vSWuFYVbE8,34
_tpfO7RS7-U,121
CApLHv_NrAw,144
fbbatiKJ6rQ,112
2dYyyQdjgLI,133
eZjR4aso7VY,130
7wYMAJSnpVo,132
KOWckOfARBE,58
9CJ9EDtZ2p8,174
PSZxmZmBfnU,133
8LGY68ppqVk,132
8MuZATnrE3Y,119
HWrjBBXjjhM,87
aFt3FGQcyMI,72
_ZJUuDLqjzU,81
hvZiZFDE3A8,119
CNH4A1sI_oE,63
JMt6zz_dYWI,76
6_KOLqpo7z8,112
U8XrE0FSQv4,131
gBjOW9luDWw,124
-oheJ3ZSgiA,78
CymY_Rl1fEs,132
0SXgXYo-Vk8,134
uLquz4Iz-30,152
diLE4umndNM,174
LlRHSFVV8cY,53
YGf3jBzkUeg,174
ZXHuGyv1KXM,133
1T53iV8HKXQ,142
gP8_w1J5raY,182
9cTHj9NKHXk,131
8P3Q_di3Lo8,129
Z5KU79wCSzo,86
GwFaz1nukyE,88
t0qYTDYyNvs,132
AZ2EPeq1TK0,29
aXg3HXlsdg0,126
zS3qOr0zAJg,132
ZY_uGAx3rxE,126
SB4SyMKugU8,161
L7tWNwhSocE,116
RH3I-IE0Xhw,133
32me3lMxEDU,122
VyEM6uxoo7o,129
iBbWqmzzKMU,97
Ok32VyEQYYc,111
REzwusMDvzE,113
MhWCHfeHWJE,97
bBaNdHqC_Yo,125
m1t9QOSYqYM,127
kmU4DlO3wzc,131
9_OMUgTFQhw,130
_b25Fbg8xqU,179
nM-RPO10aPY,110
onK1BeyHSZ4,34
QSWGpf7NQ7k,133
BuoqHpvCzq8,132
TYEvhdLuW-U,55
NTaSvSldlk0,110
RAKPzL6uNOg,101
fsOsSaJWOBA,60
eVarVWL4PwA,84
38ok415yQOc,133
b0fZtW9Niic,129
y8Jqk1kPtQI,133
Zx2SsdhKqbk,131
ONRLZIY7gbs,68
M6HxD6sZ-I0,143
4ZaIb1kBnX8,130
HtpiEXXf7dI,114
4SNTodFS0h4,96
ewwKExvkqXQ,164
zoFt-5SqUCs,87
FNHM2JEA1qg,100
uAERYfeiYBc,104
DOtd-mykOhE,131
PHcwHxzDQDs,85
OP4zJ101EPY,180
1kejVGS-5q0,92
gcZPWkNY6x8,113
y69ebASPg8A,115
2TI2MT0eoSo,115
DNt7PNTuePY,103
MH9ZK7vSBYY,132
dRTKQQtFoRU,133
YzpjrMci980,38
zZH3OD9d9Sc,45
FxCpDJ1ZAo0,93
LoSLZP0e-M4,178
WUJNkDE4d98,133
7LhZupa1Bng,113
03a-vG6wHDI,179
W2Q27LruEnA,133
HBxcalnSzIk,51
q-1DREuXwjc,58
m0z6-iFR-S8,94
iGgiGgeCwM8,132
86CKsczBdu0,133
CAeFPZ-yXYM,175
mvc_bbaLhSg,132
SoL6a37d1Rg,180
LxnLNUq0abk,38
lAlJRP1W_rU,113
cLm4oCbovsE,132
E2VBcVxwUqM,126
TY04QewafKc,133
esHt1mAYF-g,130
jl0ny6ij7jg,114
2Vam2a4r9vo,122
qKerIOG7jdI,132
tPImdMknAO4,144
LdsaucLvRb4,171
1edv56TCvxk,112
ZhjyZXJVm4w,133
PhXFRRVBKus,123
rp4nf7xR9Uk,117
1LvSSeZfWmI,133
SI7LDY6E1Rw,122
kvAByCIqoOM,92
iZLnEfsXttE,129
xNHt_KWKMbE,147
ACkEugMxFvk,116
noq0Lb6lVEI,136
r51WXifMsZg,127
BGnZognK3Oc,132
w-DFg1aS_2E,90
2vOhL_Hw-gg,124
5v5JjUZpAPk,42
fRCKKlTNxt8,133
V9Ul46Dj3Hg,133
hERyYjy3O3U,55
gtb_4pNuYIA,121
B2TqswpzDlg,127
x1srznPx1qA,132
05O77oX6bQE,178
dGFrhVeMm6U,180
Bu2PFyl689w,177
soTciHbL4iA,72
trn1aO8h9Uo,142
rrDG0rQCc28,86
3fwlRWBtHLg,89
mS-uVaGMOtw,71
qdbrIrFxas0,166
YmMAmPFhSqw,120
eFqD0yeyGTs,97
Ci3uRpwFlZ4,64
QN_Nod65e7o,132
qf-4TDEpycw,144
TTLjOAdckzM,101
mBLotJEfjDg,102
1IlqRjk27JI,110
lhQRz_BP1v8,130
lh0yfYUCkIw,131
4HWP1l_KtTc,74
qFc_0WXxOXI,122
hOz9L1KrJJY,113
kaU2A7KyOu4,127
AhpGExo2hbs,49
Sgwfvu6k0xs,129
dk3BfcWrx8c,123
chDaFqJMDeM,99
a_OuIUbxu6U,132
Xm-UligdIrQ,133
yb_-UHyPC8c,42
quY0mRlL5FQ,137
K9WNBO3szgQ,148
Auq9e3lBq6I,125
4Albtnu3zyQ,52
WSUWoBeJ6dg,57
DQYjgqnTmJ8,125
DmBEdpsTwxc,104
6vg44SEEMmA,128
9tkDK2mZlOo,115
RUX-bx6rwdI,112
V4qu6AJNBQ8,46
O3CGLSyIwNo,104
HzWikU7ir4Y,134
X-RU-b4OyuY,115
VHJ5pzTGtag,139
_XbL7lG0Su8,118
Qxa4zjRostg,56
obDVqhso9l4,61
QAUmchzQJAE,124
u2pu0m9iTo4,118
-TPRG6Yqzf4,131
W6IeoTNRVf4,53
73ZsDdK0sTI,77
3-EGP38lS5E,65
LAd6SaXDdZ4,108
mAs4z9GV84Q,86
QG_VaTDn9Uk,132
NWcBwgxUyuM,150
TeGaTTIBv1Y,179
MOuSrB5BYJM,126
gLvcrsbliOo,125
AuYaiXT_1tM,133
B_4YNm9mMvo,43
ozAXbxleK-8,58
BydT8m3NdRY,106
Bkwke3UCbCQ,80
39M16Z2aYYk,118
dAOw8dXcMpw,72
dnThWk9ib1c,66
5t_tgiWatvs,133
IFbKYqUofRs,130
1-G0Fxf9IYU,133
EOwmzfyF1oM,50
3z637yWEmHs,116
Q8IqpcS31Xo,97
0c5gYg3adeI,151
cdVMT44nWzk,123
3jLbKr11l20,174
y0iBQV-yyLI,148
ctrJ0-TLUHQ,132
YkjmtfQVzWU,81
2L0A2D7zV7A,93
qIxHb7cA6tg,46
OUHFpvPxmRI,97
gDymr00KVAg,130
X6CEEc9g9vk,132
dwT9BEh7qZ0,135
FnmVnBcfpWw,62
FEdyNyQCjwE,132
wF6xVdnFJho,133
b-f5iMDXvcA,102
a2Nw8Hen7Bo,98
dSpTTf_dzDI,77
G4RvOmNedls,113
b9WFVLRPOJI,54
OToWh3nrWn8,130
N9vKzv8jLw8,132
_kopi8gT9KE,133
vgZ-MV0YbMU,119
hR1XzVQnfqY,133
GXZ-NAPnfsw,133
uwstRxD2BkA,103
pJJjycrT0RA,91
Sy7YnrVXudg,151
q74RKOmIjC8,119
Ppa4gvsZHDE,46
o9W8bxAxvvg,96
BDiB3XcDsT0,137
HKpWEkSUs9U,105
bC3oNsbOyWY,133
5ITNMF0kSn8,87
tAOaV-CCaxQ,150
SKMOhrpxUSo,116
oJFKZnePh3k,64
6HJqPZ-KmZs,119
J7PnM3ji7uA,131
bxAiioYl1bw,117
nOLCO4_AKiE,110
XP71dJlnLJQ,124
yde2ib0YiVQ,55
lFHLE24hDQY,103
wq26A_QK4So,74
BnjXFpoLJfk,91
JzOSF71-kl4,73
RG9LKdqzru0,123
solCkKfZObE,97
Leh6zCbQDrc,132
L897JSOP21U,128
nsQtI33UbGI,47
yrEvK-tv5OI,157
saBoM7O_imM,162
Ppj45Ai524s,103
-T16rxR-nCo,88
sZywE0AT1qY,62
nCO2V7YS1nQ,130
AoSA32zQ754,128
kNpbZ_oVHxE,61
v7b0_Z9dzoM,133
20dudgZjeaY,100
lAxgztbYDbs,108
PJFA-emTgT0,91
ptj6u-cdPEM,126
ZTUXWwbqu-I,114
gs_g4ai4m3Q,133
g8fheDIG_RA,166
uvPjPzmUC7w,64
61AWnIZrT5g,88
dTr8dXob7YI,160
EXS5TiBYESk,128
wJCqOhdzatA,130
DsugPaXH4kA,148
9AQGhFGi1dM,113
MEdmiHCUvYA,127
yo7C-Sp_-MI,75
B1QVeR_p7WQ,110
Gq75bSHMKPw,112
99h9RG7Rfp4,132
UWjXERbOr70,132
bw4xDTQYIfE,128
AcNkJ4_bQ1g,132
eQ87hBFrS_I,179
fPUJS7w4Dag,133
6lzU26KS9yw,132
3rcxMDaDYL4,140
Nd5HqEJuY1g,52
9W7Ifu4OrvQ,105
U2p1u13R-eE,149
ar0xLps7WSY,133
U4D0HSqKiKU,153
U3nWo59iBg8,159
fA_1iRByNFw,132
iXfhOj2PobA,180
rAchA32z2zM,113
14t1taTBtmc,132
trgDVhZHIrc,137
hQEej75JeUQ,72
EtTIxHlaue0,35
5dBd4x1yxaU,133
JCruFiGN5h4,37
Y3Ij2iWHFV0,45
uOnIqWuSCIk,104
qopdYE3_QoU,119
wowXQ9ZrN1w,111
UaqCBqd8NcA,131
s4iqKjufJe4,133
mlpWVL2gHG4,117
WsAVIpTwAP4,83
SAPKjWHikzM,208
5Jdk3riKKwo,128
irCUvLD1t5U,191
FfIAWygymsc,132
VBR3jDS-Ad4,145
4KJD4aP90YQ,133
H60kzF257OI,121
-lb8E3qQVKY,132
OB_iV-135-k,131
_5TCxc7G31Q,171
bPavpV1D-g8,28
a5SoIFm-SrQ,158
3lz4BuydE-Y,83
LwuZzh79ds4,179
ToxlyJ4-zBM,102
z_udbrboBXk,132
JVjlqTOPdls,138
7I7OErGVS68,99
jLvu6WNWzKg,178
lW1vzy6psfE,132
Fjh3TxOHCxE,90
6ZNNfq5l5Ds,133
M9JQBS2Km-Y,116
MxqsmsA8y5k,146
c1HS49PeMUM,93
Hb7zhYzenhY,157
KJ4q3cWQPsM,45
kBifgLJF5og,69
4iW0kneOMyw,130
oZu2JfM2Aq8,125
T8QSGSX7joU,123
-zPjGsII_fw,133
IPEX_RXRKgw,58
2N5UcZJHy4g,150
Am-uvoQN72E,134
XdMuekkeCeU,126
itHVWrhsRSc,134
slGnGr6kHIA,132
TaLsQSCK0Jo,109
AWKQSDRekBM,56
EZ7HxkZKDuk,129
fsWhDcon8aQ,41
zStjjc7SBto,121
XAnnWoXD2tI,149
Oq3cGgqbWG8,157
0j4aiJowI8I,125
dHPnUPFcxdE,177
aDwNCyqgVA4,129
P57Z6LOoh_k,76
EVlaur-kEds,112
8D11eYo3bNY,46
F1adM9oDbbw,123
ZuYoEtEI_go,126
uBrvKhAs4S4,70
wqwUdp5-2D8,105
FCJx1uV38ZQ,179
7RD-I8AOf10,132
C1NgX-w54RY,133
Lp3r6mBRUXI,51
bOR38552MJA,95
i0p2X2rQ6Ag,131
Jfddc8LwQL8,152
fMxA90YU2Jw,78
VKFsmZhQWtg,174
eCR4DIi8SzU,131
Drr7dxV6I64,133
l4AmSVb6Hew,116
dkCUjz7I36M,24
p0WBxRosKq4,130
wuw6lFV1rRs,131
JxL2yg_bRnQ,40
SbTWLdT_tgk,90
-Fmvuy-4U_A,133
3H0V4XiAyv8,63
KSZwlMDSOvY,27
A2WV257yma8,40
jpPCVq8UmX4,124
FI1ylg4GKv8,117
BS-f_KwM81I,88
wM2NQimHkTY,101
o4E-yb-1_FA,123
HZjZbJuhPAo,124
JsFO0ZY7whQ,126
zxJQgYPXjN4,138
uI4fVgVVpiw,48
l4srSgqgncU,103
3a3zXJ7biqI,109
2l_IUAcvfv8,122
fuOY4W9QFNI,62
3Lq9NGTN8Pc,131
9-cPWheNyaA,132
jniUBhuJSuw,130
bg5SLBapMiI,159
RrQppEXvRcM,110
2fwZfyxiMFY,100
_jDLZyo3Kg0,130
Kz234-_khjs,101
8w_naC0saGI,96
SOcgrVL8Dg0,106
0Z286w5pRSo,62
dXngQtk0BCU,127
ADl0wC_cAbk,128
Fz9HnTVx52g,133
xeE4wGavBhE,129
dAzXib-thq8,131
_kz7e2_Gxoc,133
_3K4VtyM3xg,119
d1U3MyX0pmE,121
_b6S8tpQtdw,133
udn4UB_EZ1E,60
SRWyQELLODg,116
SxJvnJyF7xA,123
X8gUgmkzHjs,129
2jTjWGNMo4E,108
nimkNFEKUkY,102
cqeUgjPpCCM,133
pAZOyJPs5bo,114
wixLlPFJgyQ,70
lYa7NsegwsY,130
XBZfsb7OO_k,136
gPbn1uWQywg,133
Ksk7wPX-MI4,122
_QE6prpcauw,104
dH1SeHOpEO8,114
41IWZRnmb68,113
spvSw-wR6qg,132
j7EvXsSJHQc,151
uAphWDkKWcg,180
b1eMAFWXZ4Q,124
v-0Z_0SUtJw,133
vfIUYDjo8WM,143
6SEp2FQYS84,128
IptkOvp53-A,167
f_XHjqABQQA,133
22gw_64AGKM,61
LkqiDu1BQXY,126
Z9agItiMEEk,125
GA4Ozqt7338,130
e8HRcYG3Ftg,117
qSabiG8q8-k,119
JC2eKssXavo,128
HdRDCNtWUnI,90
uDffmOSVnBM,172
JcTBwzDucE4,88
BG6uMsq8PPs,144
xJjCnWm5cvE,180
w7tqVEdyteg,129
QEp-lhl5ImQ,133
_z7q7HzR9G4,122
kQ6BSOZ0VGQ,114
Z09MpDVYWSw,122
0_avQPM3L90,178
X9f_YUaQGWw,132
ITszRkvBcUg,112
9yEylIfDkms,139
t9P2B7NUPfM,109
0DFBoLZC3Bw,133
yedsblplSMg,128
4xh-Hz14AA4,60
A3xuABrdKis,50
ix08f9qDkk8,129
joTY2Wir1w0,132
Dyme80H188w,111
dwIgQqWOKCg,131
GanDtOcF0M0,129
aDdBoZOylmo,159
H53kBYo1Jx8,114
dfFFgV624TA,71
I3wUstDFDN0,81
D0NZyQWyZfI,133
0ShWGyC408I,137
QQJDkZZaA00,92
82IXVFuJllI,134
29KrhW9Ft4E,133
Znook3DEEaI,124
rQOBwQbssgo,91
f1N8-L5cuWQ,85
S6UlqI_pZr4,37
c3uOWTAuaTQ,40
zVwWDprMFiI,101
QAFttSucKH4,125
aIPmu6bYZOs,57
l84trT4b6yE,126
mV5UHLHdkY8,99
QZjmr4_K8To,132
4xpGjslC5Vs,119
d6NOGc2Dymo,39
NrE3t6Pgps0,130
FhAIXOkAUhY,130
lrvMjEmOFhE,132
yJzn9MhJxRM,88
HrvHeKH9kLg,38
Gokkl2br7G8,180
Cvl0iKbdV6A,132
9uFe61ebm30,134
Q4-XxWqSgH8,132
MNV86VFd4Zw,160
KMFxz39Qhjk,128
j38t2lDi4GU,180
wLaXJWcrgzM,133
Y1aP-YyBdIw,159
q2h6EFk36kI,56
eUNWIKp6nR4,119
GjOcw8d8yn8,133
lfJ7WzyoZH8,44
nIYAfX4gYO0,34
YgcSs9Qt2vU,88
hYQIObd_bog,172
2qKoFdPJ4rI,130
8sHaAvi0SJw,133
GU_FUlOapf8,133
XmhfuDf1hZI,98
0wC8Ab5AZeE,106
XHrw3AFW0Z0,141
TS6_Y6r5r-8,78
0bhCbZG80HE,133
EddCNkvpmjw,169
CaaKsf8zOyA,131
5KsjPjE-sTw,55
gAM2Q7Sqlbk,132
FRvxzdkj_YI,77
pwkzSfo-JA0,132
Zvbwq_7AeU0,132
UBvArq7u9N8,133
IRvVdVENFmo,133
u7tXpBrpecA,131
uAMrR05Xil8,133
S4AmLcBLZWY,127
1pJywLQLzcA,133
qMwvHLe5m3g,178
P10AWBi4-y8,133
HbA1YOueC_A,180
eevdCdOddZQ,101
r0ladY1kwco,123
L_NfCmTkLPQ,180
_ZfmXzIbHI8,128
-oCLDHEt6Rk,145
XkvIlrLiy9o,130
MGwI25DNrHU,106
fKeNgrRRoN8,57
Xdzp0AluNuQ,134
G0rXUr-msX0,126
avt_f-TaDBs,109
lnSoyix5fA0,116
t4U-Q2nd6u4,110
Z0JXPVm_Ohg,130
B4xzP6H_N1E,180
dOnoBJvtVMU,148
Z743dOLiGQI,97
2h8rH8zxA64,174
gFKba_Esjt0,94
qgE9Lbwyzc0,120
eN4fDGHpf_c,65
Fxx7g5nz4WQ,131
KdNSlyrbcDY,104
4mdd9P7Tn6I,133
nJJ4eyDjlLk,150
U1v_Ed4QFC4,180
b95SzqTrjRo,54
PRtTmayVhKI,86
OKn00A40uWE,90
8iCwtxJejik,148
MgBCnwI_Hq0,126
Jc3GBDJ2sK0,164
IUbn5ss8j9c,179
SZfw1S80QoQ,180
Ws7Uj5D6354,110
OC195SrxRmQ,173
qMthVugT2wo,124
yqmreq-dV84,47
_4ezPvzKe5M,134
ac9w0rKTRPM,30
ivmjSqQ_7aw,61
j1VL-y9JHuI,148
sBjNpZ5t9S4,94
GVVYB8gaSqc,86
hW1KqOVCeKw,58
KqAIrFLuymo,133
gfLw0KJ6bLI,76
PzocCTnSU3w,127
_TRUBZVUg8k,43
mzP8haJXI5A,54
CTlALiQtH5o,129
JoEU1L2kueo,132
BHFoI47tc9A,106
7pDEOCYPRf4,94
QEcxsTjlIJ4,128
Qpbf9NUuuUk,113
D1Sh5qIqc7Y,63
_fibH0WUWYg,45
IHPjxbcPnAc,83
r1S-yBBZsDI,90
9ExnVKy8hao,133
AZLoDR3AjX8,69
yGPikMkqr3M,130
ee6yIS-0NrI,97
VwvlEZJMbg0,126
PJpGMrH7RWs,132
KTyLJftgoc0,133
926SVUFeJ94,128
0l5h8k9N9pI,133
oNGklu1muXI,76
h30PnSefeZA,127
H7Y_mHNgnpA,145
4iaM0-kcWtc,24
sf8rDpu1vCk,127
xCnFME3JqIk,116
kgdr5vmYZLw,122
20M_teQf-l8,180
_DK3DYHAQvc,133
KAPjaNfNw-I,126
7GF9Ic-yNcc,133
e7X01_j_oDA,133
nnESedN4vSI,133
BQ42Z2UGeS4,111
cIiMDK4UMQM,133
_zlm3MXTK-0,128
Wjm3qeQvGxs,133
qRAE0UOMyB8,133
A-3SeVkGrjE,93
E3bgtIIw9JM,132
_OabFZytcp8,132
wtMDZyMGKe0,129
JcP-yeailEM,113
fygiSfJjTLc,166
S2LkKVM-dRo,141
lgwJVRwJn3k,128
y-qFqfSjN1U,111
zip5M8y42fk,125
vQLNS3HWfCM,50
CO5K227sues,180
bHSnlMlFC94,132
9nrVYO6LU6I,108
VT2pepdAtJo,100
byObeFcFXmo,53
SCXs7OphbUU,124
vkPx0oyfzeY,150
l6SNAV2S5es,99
zcgxBHBsl-4,72
1VXH6jctlV8,127
uDimGOcZ24U,59
jXA-4rN9-ds,133
PmoU153vF3U,132
dRQtjVzj1bo,132
mqkqDSAIaBY,58
jRYdVUtQs-8,84
TgBLraZlGww,92
TPsW2FYprfI,115
tkRvLFdrbTU,81
eN7zGm5KKrI,133
94zjOvSzcM8,138
xPnV2392Tck,132
VN8DStEDHd0,133
3nydBUSR08o,157
1AtE54HpXBM,176
Od1ZBTstSHg,141
wbt-sAOjnQQ,189
KcHfK9kvnvs,64
yHBT_3vRbq8,97
U15kcueM3Og,116
LQdues4SA4w,152
A9qAaecuaFk,107
aeneVqyoBTo,123
k9gcqiIfw8E,80
S1EsCWrUY84,125
301qydVqZzM,94
sdtIgE33BvQ,61
Kf-JPkSfjug,133
YV-Ik4q-o4k,129
oD4UHPNEZek,59
jfk6JSgLdQQ,130
qvDxgXX9lww,155
ZP0mhGmUbr0,131
lpyg94OzHK0,126
1qbYMSC8ggg,119
3TA-GALQJfM,68
YcbZKza_zUg,89
9mnLbhHR6-g,122
P5GNspEWA68,132
swOuQBjbiLU,60
0foXV1hWrx4,132
ALGW3PA12XE,113
5TIiQZo6snc,125
QHYccOE4h4c,118
vQWF7zqozSI,133
z2OoxzYqgNY,164
CXoJegmhbI4,133
2ZDDIJV5ypc,131
6y0Uh3qzK-g,133
nOQCz7STLIY,61
4zULAL9VioE,79
2V0WuzhmAjY,133
HUwVxqQz25Y,133
SZ5YPfWeYzA,130
rOaNhtHWULw,130
HtBebT-rKeM,133
mwE7hDBei2g,132
mqzu3AI7Dow,119
WsPcC5TGxlA,73
OTfb7n61HIQ,121
_dl2L4v6ecM,180
bXy8AgE7jBo,118
vkdH0nuDWX4,132
7IrB1OE9Blo,148
0u_qMyWIZU4,113
VUgsvd3ZjvA,147
E8LYvflSTAE,125
s-D79Y-gBrs,120
9s-a1vp4LLk,133
Pry7CGd09jU,71
FNSNLXNnx-o,95
oIC-A9h4cfQ,100
ZrF5rZ3FTbg,78
3i8eIzSeC8w,132
GwYqUTPQT-w,132
W_gYRFDb8_A,57
Y2DV9PUx15s,106
YYSAcTkd5B8,102
fbZelII-89A,130
8aXqgoiVb8E,81
k9vHopyEtzs,133
fZIWDis34Xs,123
udHB3tftPz4,131
PgOO8Z-FoKY,109
2nC7GyHvy0w,133
cyiC3x6-Kzk,107
5AsYaSut428,72
MUn6X9lpOZE,128
ZlEXOzC6vqE,133
fXXmeP9TvBg,171
E8eiFdoI5W0,133
83Jr_6b9pHA,179
Pdjgdb-OxY8,36
f_lRMCPHbuY,127
tfvoOEa1OOI,133
H5woQdVbaC0,103
UI6mgCAcXzc,78
938jCranAMo,132
pV2XJZjCvP8,62
9BOOv6NNnP0,131
v2va7CRda-s,148
K8HgAzIL-iA,132
2-1pev4OEJY,123
ZQaBYT4MxWU,135
qj_NSmG9m5E,64
63gchPBSN6Y,126
S1waPNwf_ns,48
xM2mL0y9i5M,101
FNaOG7EN5jE,130
juik-nkFIoU,125
YGEL2muzPEE,44
WSS4dOe8Ul8,39
5FtZqXd6IJo,103
eFDq1K4ZTls,147
FiAndeAR9wQ,72
fzAKSbtYBMU,123
ySEkuf94my4,128
gAKiWvjfCiQ,93
faMh6OYfuNE,175
MFx343hujgA,129
wjkdynBFHuQ,102
KVIXNJIaQBY,43
2_SfD5cdrnw,133
y-HKigPxUi0,176
iucMQPRSNDg,89
2NdymhVOFF8,38
4hkg3Zut97U,161
3zhqCccFsGc,147
55X_DAk6K_k,67
Xb6svoM3UWE,180
EMS4lYA-hEo,130
7b3-D5qPBrI,147
_eCWpUV7cOI,120
sp8Ufx3Ej24,133
sJwgNs3BWYY,69
LHtgKIFoQfE,133
kyY50rBet2U,88
IfJuol_Q-jw,109
u3M_YKjLOkI,61
NKCskfhsru0,130
moiaW_zgh1c,133
ycpEjbV4KRM,78
zeyaRxHhVu4,198
znxRGH92XDg,128
omiio7SJIOE,103
DHkGu6e0R4I,133
t4zyH4BsmgQ,76
IfggccwQrcY,72
35RzyYwEnH0,49
jlUPc1tu64s,131
0-EcLwovpbU,133
y7gfbVpraWw,89
TZYf96eyE94,113
yBrv-a6Nxuk,133
wTz_kSiZaIM,164
7d7OeDwkfTg,67
PizeDn4baqM,123
kx2FhY_akDY,80
HU7Ga7qTLDU,130
-JbSkxI2DrY,177
TVaP9kEYVZ8,131
drdEb-EYhHU,121
oEOsbgXpiNg,133
eGu2camh0WA,169
5pJOdrchPlo,133
bFsgLhx9dxg,178
CJHV8XKftbc,130
mTVRho54mAg,48
A8CNtor4BPA,130
8tanKqukbfM,180
HWFpzw87VZM,79
hKNeFHBPgRo,133
lCiravgbbJk,42
JuPSeaf--7g,20
NWuqkpD_A6E,132
ea2fcCJ0_u0,133
_LvUmxUqPTo,133
DnwnDFr9kOs,115
AgbKPzg3rAk,132
lYb1h0iDWSE,99
zy0HtNZgbjY,173
zAV44x9vVrk,105
ZtUB8XCrqPg,203
ExI6DdBEu4c,83
1p3NnJ_oiE0,129
pLRk4xG-JCI,83
MyKNmvJYO7o,131
FlyWwjIuCeE,133
mVcHdILwsXQ,55
XDXuWwNXAZM,53
JsUh_lfcyKk,133
8KjvR8FpYaQ,121
Pu3BkumJXpk,133
V7bO0UmtpFs,105
ndV1BsZ1q88,132
YF-7cPk04OY,150
GO4D8MjC6xU,132
tYRzkKtCRuY,52
sguNMcMJQv8,131
CgU-5WQGClY,123
qU5QbKnQHak,115
J8pmj6RkiQk,132
8G0BVEIjGyo,61
ppjyB2MpxBU,133
ofYq-2TXzTs,58
42asJ9x0-po,133
kearXmroxUM,140
1fbxiPh8RoY,133
CWPoQO7bMRU,133
xdXKP_4pbhM,128
21Vohd23VMI,59
HxrS10Oa4qU,36
Fzx9OpDH8HY,133
t7S_kRqYshw,127
R_VEQI2nS48,272
ARUzoPWS4Uk,166
MrboCh44XGI,132
Z89Q2fkgbRo,130
cy-OKLuMikk,53
9G4TzgRUKGI,132
EMga19u0TaA,130
c-zaHGYURv0,123
dnRxQ3dcaQk,179
6ZcNHOP3wdw,151
QcubF7zXxwo,178
Q1yT_LIMb30,133
