imdbid,title,year
tt1821694,RED 2,2013.0
tt1913166,Nurse 3-D,2013.0
tt1704573,Bernie,2011.0
tt1297919,Blitz,2011.0
tt0087985,Red Dawn,1984.0
tt0101764,Double Impact,1991.0
tt0829150,Dracula Untold,2014.0
tt1065073,Boyhood,2014.0
tt2481480,Rob the Mob,2014.0
tt2274570,Bad Milo!,2013.0
tt2265398,Drinking Buddies,2013.0
tt1211956,Escape Plan,2013.0
tt0469021,Alan Partridge: Alpha Papa,2013.0
tt0114508,Species,1995.0
tt0089200,Ghoulies,1984.0
tt1637725,Ted,2012.0
tt0780622,Teeth,2007.0
tt1213663,The World's End,2013.0
tt2557490,A Million Ways to Die in the West,2014.0
tt2318527,Hell Baby,2013.0
tt2017038,All Is Lost,2013.0
tt1247640,District 13: Ultimatum,2009.0
tt0120241,Suicide Kings,1997.0
tt0377471,Be Cool,2005.0
tt1478338,Bridesmaids,2011.0
tt1981677,Pitch Perfect,2012.0
tt2398249,They Came Together,2014.0
tt0351977,Walking Tall,2004.0
tt0985694,Machete,2010.0
tt1013743,Knight and Day,2010.0
tt1022603,500 Days of Summer,2009.0
tt0327850,Welcome to the Jungle,2003.0
tt0947798,Black Swan,2010.0
tt1542344,127 Hours,2010.0
tt1538819,Ejder Kapani,2010.0
tt0451079,Horton Hears a Who!,2008.0
tt0098206,Road House,1989.0
tt0050825,Paths of Glory,1957.0
tt0095690,Mystic Pizza,1988.0
tt0091217,Hoosiers,1986.0
tt0106856,Falling Down,1993.0
tt0048028,East of Eden,1955.0
tt0059113,Doctor Zhivago,1965.0
tt0250494,Legally Blonde,2001.0
tt0479143,Rocky Balboa,2006.0
tt0113321,Home for the Holidays,1995.0
tt0311648,Pieces of April,2003.0
tt1731141,Ender's Game,2013.0
tt1670345,Now You See Me,2013.0
tt1418377,"I, Frankenstein",2014.0
tt1572315,Texas Chainsaw 3D,2013.0
tt1588173,Warm Bodies,2013.0
tt1549920,The Last Stand,2013.0
tt1650043,Diary of a Wimpy Kid 2: Rodrick Rules,2011.0
tt1408253,Ride Along,2014.0
tt2848292,Pitch Perfect 2,2015.0
tt0369610,Jurassic World,2015.0
tt2820852,Fast & Furious 7,2015.0
tt2980516,The Theory of Everything,2014.0
tt0066995,Diamonds Are Forever,1971.0
tt0086006,Never Say Never Again,1983.0
tt0062512,You Only Live Twice,1967.0
tt0246460,Die Another Day,2002.0
tt0057076,From Russia with Love,1963.0
tt0058150,Goldfinger,1964.0
tt0830515,Quantum of Solace,2008.0
tt1074638,Skyfall,2012.0
tt0059800,Thunderball,1965.0
tt0381061,Casino Royale,2006.0
tt0064757,On Her Majesty's Secret Service,1969.0
tt0113189,GoldenEye,1995.0
tt0120347,Tomorrow Never Dies,1997.0
tt0090264,A View to a Kill,1985.0
tt0071807,The Man with the Golden Gun,1974.0
tt0097742,Licence to Kill,1989.0
tt0143145,The World is Not Enough,1999.0
tt0082398,For Your Eyes Only,1981.0
tt0086034,Octopussy,1983.0
tt0070328,Live and Let Die,1973.0
tt0076752,The Spy Who Loved Me,1977.0
tt0093428,The Living Daylights,1987.0
tt0055928,Dr. No,1962.0
tt0079574,Moonraker,1979.0
tt1436562,Rio,2011.0
tt1318514,Rise of the Planet of the Apes,2011.0
tt0477347,Night at the Museum,2006.0
tt0489099,Jumper,2008.0
tt0455499,Garfield 2,2006.0
tt0303933,Drumline,2002.0
tt0098621,The War of the Roses,1989.0
tt0120461,Volcano,1997.0
tt0120913,Titan A.E.,2000.0
tt0114885,Waiting to Exhale,1995.0
tt0120902,The X Files,1998.0
tt0105812,White Men Can't Jump,1992.0
tt0473308,Waitress,2007.0
tt0096463,Working Girl,1988.0
tt0084855,The Verdict,1982.0
tt0250797,Unfaithful,2002.0
tt0117979,The Truth About Cats & Dogs,1996.0
tt0316732,Taxi,2004.0
tt1753584,Sexual Chronicles of a French Family,2012.0
tt0988595,27 Dresses,2008.0
tt0094291,Wall Street,1987.0
tt0358273,Walk the Line,2005.0
tt0293662,The Transporter,2002.0
tt0117509,Romeo + Juliet,1996.0
tt1323594,Despicable Me,2010.0
tt0059742,The Sound of Music,1965.0
tt0048605,The Seven Year Itch,1955.0
tt0117887,That Thing You Do!,1996.0
tt0427944,Thank You for Smoking,2005.0
tt0120169,Soul Food,1997.0
tt0119313,Hope Floats,1998.0
tt0901476,Bride Wars,2009.0
tt0455824,Australia,2008.0
tt0114887,A Walk in the Clouds,1995.0
tt0129387,There's Something About Mary,1998.0
tt1216496,Mother,2009.0
tt0101889,The Fisher King,1991.0
tt1196141,Diary of a Wimpy Kid,2010.0
tt1201607,Harry Potter and the Deathly Hallows: Part 2,2011.0
tt0952640,Alvin and the Chipmunks,2007.0
tt0111257,Speed,1994.0
tt0247745,Super Troopers,2001.0
tt1840309,Divergent,2014.0
tt0376994,X-Men: The Last Stand,2006.0
tt0290334,X-Men 2,2003.0
tt0120903,X-Men,2000.0
tt0120179,Speed 2: Cruise Control,1997.0
tt0256380,Shallow Hal,2001.0
tt0268380,Ice Age,2002.0
tt0133952,The Siege,1998.0
tt0244970,Animal Attraction,2001.0
tt0120831,Slums of Beverly Hills,1998.0
tt0375063,Sideways,2004.0
tt0117628,She's the One,1996.0
tt0203119,Sexy Beast,2000.0
tt0073629,The Rocky Horror Picture Show,1975.0
tt0107977,Robin Hood: Men in Tights,1993.0
tt0443632,The Sentinel,2006.0
tt0069113,The Poseidon Adventure,1972.0
tt0120772,The Object of My Affection,1998.0
tt0098258,Say Anything...,1989.0
tt0343818,"I, Robot",2004.0
tt0093822,Raising Arizona,1987.0
tt0100403,Predator 2,1990.0
tt0063442,Planet of the Apes,1968.0
tt0119896,Picture Perfect,1997.0
tt0183649,Phone Booth,2002.0
tt0066206,Patton,1970.0
tt0265459,One Hour Photo,2002.0
tt0151738,Never been Kissed,1999.0
tt0110638,Nell,1994.0
tt0374900,Napoleon Dynamite,2004.0
tt0151804,Office Space,1999.0
tt0093773,Predator,1987.0
tt0433416,The Namesake,2006.0
tt0051878,"The Long, Hot Summer",1958.0
tt0104691,The Last of the Mohicans,1992.0
tt0455590,The Last King of Scotland,2006.0
tt0203009,Moulin Rouge!,2001.0
tt0104952,My Cousin Vinny,1992.0
tt0107614,Mrs. Doubtfire,1993.0
tt0039628,Miracle on 34th Street,1947.0
tt0183505,"Me, Myself & Irene",2000.0
tt0203019,Men of Honour,2000.0
tt0066026,M.A.S.H.,1970.0
tt0100114,Marked for Death,1990.0
tt0328107,Man on Fire,2004.0
tt0337978,Die Hard 4.0,2007.0
tt0449059,Little Miss Sunshine,2006.0
tt0240468,Kung Pow: Enter the Fist,2002.0
tt0264761,Kissing Jessica Stein,2001.0
tt0320661,Kingdom of Heaven,2005.0
tt0305711,Just Married,2003.0
tt0091306,Jumpin' Jack Flash,1986.0
tt0359517,Johnson Family Vacation,2004.0
tt0036613,Arsenic and Old Lace,1944.0
tt0107034,The Good Son,1993.0
tt0454841,The Hills Have Eyes,2006.0
tt0054997,The Hustler,1961.0
tt0120703,How Stella Got Her Groove Back,1998.0
tt0465494,Hitman,2007.0
tt0101410,Barton Fink,1991.0
tt0356721,I Heart Huckabees,2004.0
tt0119381,Inventing the Abbotts,1997.0
tt0388125,In Her Shoes,2005.0
tt0455967,John Tucker Must Die,2006.0
tt0116705,Jingle All The Way,1996.0
tt0119349,The Ice Storm,1997.0
tt0298845,In America,2002.0
tt0089370,The Jewel of the Nile,1985.0
tt0116629,Independence Day,1996.0
tt0449010,Eragon,2006.0
tt0104431,Home Alone 2: Lost in New York,1992.0
tt0382077,Hide and Seek,2005.0
tt0107144,Hot Shots! Part Deux,1993.0
tt0102059,Hot Shots!,1991.0
tt0120681,From Hell,2001.0
tt0377062,Flight of the Phoenix,2004.0
tt0099785,Home Alone,1990.0
tt0104427,Hoffa,1992.0
tt0356634,Garfield,2004.0
tt0067116,The French Connection,1971.0
tt0242423,"Dude, Where's My Car?",2000.0
tt0099487,Edward Scissorhands,1990.0
tt0137523,Fight Club,1999.0
tt0838221,The Darjeeling Limited,2007.0
tt0357277,Elektra,2005.0
tt0332047,The Perfect Catch,2005.0
tt0120631,EverAfter,1998.0
tt0364725,Dodgeball: A True Underdog Story,2004.0
tt0164114,Drive Me Crazy,1999.0
tt0099423,Die Hard 2,1990.0
tt0095016,Die Hard,1988.0
tt0458352,The Devil Wears Prada,2006.0
tt0043456,The Day the Earth Stood Still,1951.0
tt0092115,Troll,1986.0
tt0116282,Fargo,1996.0
tt0286499,Bend It Like Beckham,2002.0
tt0319262,The Day After Tomorrow,2004.0
tt0088944,Commando,1985.0
tt0452598,Cheaper by the Dozen 2,2005.0
tt0349205,Cheaper by the Dozen,2003.0
tt0115857,Chain Reaction,1996.0
tt0118798,Bulworth,1998.0
tt0297037,Brown Sugar,2002.0
tt0120620,Brokedown Palace,1999.0
tt0092699,Broadcast News,1987.0
tt0078902,Breaking Away,1979.0
tt0421729,Big Momma's House 2,2006.0
tt0208003,Big Momma's House,2000.0
tt0065466,Beyond the Valley of the Dolls,1970.0
tt0163978,The Beach,2000.0
tt0280460,The Banger Sisters,2002.0
tt0042192,All About Eve,1950.0
tt0168786,Antwone Fisher,2002.0
tt0118583,Alien Resurrection,1997.0
tt0103644,Alien³,1992.0
tt0311113,Master and Commander: The Far Side of the World,2003.0
tt0198021,Where the Heart Is,2000.0
tt0283026,Swimfan,2002.0
tt0467406,Juno,2007.0
tt0166396,Waking Ned,1998.0
tt0388482,Transporter 2,2005.0
tt0139414,Lake Placid,1999.0
tt0112864,Die Hard: With a Vengeance,1995.0
tt0333766,Garden State,2004.0
tt0094737,Big,1988.0
tt0090728,Big Trouble in Little China,1986.0
tt0456554,Grandma's Boy,2006.0
tt0159273,Behind Enemy Lines,2001.0
tt0115759,Broken Arrow,1996.0
tt0064115,Butch Cassidy and the Sundance Kid,1969.0
tt0118617,Anastasia,1997.0
tt0370263,AVP: Alien vs. Predator,2004.0
tt0078748,Alien,1979.0
tt0463854,28 Weeks Later,2007.0
tt0289043,28 Days Later...,2002.0
tt0086998,Breakin',1984.0
tt0095159,A Fish Called Wanda,1988.0
tt0103596,3 Ninja Kids,1992.0
tt0075066,The Pink Panther Strikes Again,1976.0
tt0120841,Species II,1998.0
tt0072081,The Return of the Pink Panther,1975.0
tt0111282,Stargate,1994.0
tt0095444,Killer Klowns from Outer Space,1988.0
tt0109831,Four Weddings and a Funeral,1994.0
tt0093409,Lethal Weapon,1987.0
tt0078872,The Black Stallion,1979.0
tt0107616,Much Ado About Nothing,1993.0
tt0100054,Lord of the Flies,1990.0
tt0333780,"Legally Blonde 2: Red, White & Blonde",2003.0
tt0212985,Hannibal,2001.0
tt0085862,Lone Wolf McQuade,1983.0
tt0092675,Bloodsport,1988.0
tt0103074,Thelma & Louise,1991.0
tt0032904,The Philadelphia Story,1940.0
tt0379725,Capote,2005.0
tt0080745,Flash Gordon,1980.0
tt0116778,Kingpin,1996.0
tt0098627,Weekend at Bernie's,1989.0
tt0050083,12 Angry Men,1957.0
tt0245574,Y Tu Mamá También,2001.0
tt0070849,Last Tango in Paris,1972.0
tt0424345,Clerks II,2006.0
tt0095560,Mac and Me,1988.0
tt0087803,1984,1984.0
tt0097499,Henry V,1989.0
tt0090142,Teen Wolf,1985.0
tt0040724,Red River,1948.0
tt0053291,Some Like It Hot,1959.0
tt0114814,The Usual Suspects,1995.0
tt0101587,City Slickers,1991.0
tt0100157,Misery,1990.0
tt0299117,Roger Dodger,2002.0
tt0264616,Frailty,2001.0
tt1046163,My Best Friend's Girl,2008.0
tt0151568,Topsy-Turvy,1999.0
tt0092654,The Big Easy,1986.0
tt1081935,Baarìa,2009.0
tt1403177,Hesher,2010.0
tt1277737,The Stoning of Soraya M.,2008.0
tt1213012,Alpha and Omega,2010.0
tt0164181,Stir of Echoes,1999.0
tt0245238,Lost and Delirious,2001.0
tt0367913,Ju-on 2,2003.0
tt0873886,Red State,2011.0
tt0090837,Chopping Mall,1986.0
tt0098141,The Punisher,1989.0
tt0173716,Cecil B. DeMented,2000.0
tt0090713,The Best of Times,1986.0
tt0100196,Mountains of the Moon,1990.0
tt0107492,The Making of '...And God Spoke',1993.0
tt0119576,Love in Paris,1997.0
tt0081398,Raging Bull,1980.0
tt0125879,Lulu on the Bridge,1998.0
tt0151582,The Minus Man,1999.0
tt0217355,Dancing at the Blue Iguana,2000.0
tt0218922,Original Sin,2001.0
tt0239060,Ik ook van jou,2001.0
tt0234354,Novocaine,2001.0
tt0067093,Fiddler on the Roof,1971.0
tt0226935,Chelsea Walls,2001.0
tt0250202,All Over the Guy,2001.0
tt0094812,Bull Durham,1988.0
tt0372334,House of D,2004.0
tt0363473,Beyond the Sea,2004.0
tt0098635,When Harry Met Sally,1989.0
tt0430919,The Best Man,2005.0
tt0426615,In the Mix,2005.0
tt0090756,Blue Velvet,1986.0
tt0357507,Boogeyman,2005.0
tt0397401,Drop Dead Sexy,2005.0
tt0086979,Blood Simple,1984.0
tt0100507,Rocky V,1990.0
tt0089927,Rocky IV,1985.0
tt0084602,Rocky III,1982.0
tt0079817,Rocky II,1979.0
tt0099348,Dances with Wolves,1990.0
tt0429573,An American Haunting,2005.0
tt0433386,The Grudge 2,2006.0
tt0114436,Showgirls,1995.0
tt0472160,Penelope,2006.0
tt0804516,P2,2007.0
tt0079501,Mad Max,1979.0
tt0097659,Kickboxer,1989.0
tt0060196,"The Good, the Bad and the Ugly",1966.0
tt0058461,A Fistful of Dollars,1964.0
tt0805570,The Midnight Meat Train,2008.0
tt0092086,¡Three Amigos!,1986.0
tt0059578,For a Few Dollars More,1965.0
tt0094012,Spaceballs,1987.0
tt0299981,Highlander: The Source,2007.0
tt0887912,The Hurt Locker,2008.0
tt1023111,Never Back Down,2008.0
tt0430912,Basic Instinct 2,2006.0
tt0486321,Fly Me to the Moon,2008.0
tt1124048,The Last Resort,2009.0
tt1053859,The Grudge 3,2009.0
tt0093870,RoboCop,1987.0
tt0465580,Push,2009.0
tt0093779,The Princess Bride,1987.0
tt1232783,Sorority Row,2009.0
tt2091473,Promised Land,2012.0
tt0100502,RoboCop 2,1990.0
tt1477855,Hyde Park on Hudson,2012.0
tt1814621,Admission,2013.0
tt0082846,On Golden Pond,1981.0
tt1272878,2 Guns,2013.0
tt1231587,Hot Tub Time Machine,2010.0
tt2083355,The Best Man Holiday,2013.0
tt1103275,Two Lovers,2008.0
tt1172994,The House of the Devil,2009.0
tt1612774,Rubber,2010.0
tt1640459,Hobo with a Shotgun,2011.0
tt0074285,Carrie,1976.0
tt1912398,God Bless America,2011.0
tt1172570,Bronson,2008.0
tt1175709,All Good Things,2010.0
tt0365485,The Matador,2005.0
tt0790736,R.I.P.D.,2013.0
tt0443536,Hoodwinked,2005.0
tt0426459,Feast,2005.0
tt0462519,School for Scoundrels,2006.0
tt0489237,The Nanny Diaries,2007.0
tt1979320,Rush,2013.0
tt0884328,The Mist,2007.0
tt0427309,The Great Debaters,2007.0
tt0386032,Sicko,2007.0
tt0368794,I'm Not There,2007.0
tt0367959,Hannibal Rising,2007.0
tt1817273,The Place Beyond the Pines,2012.0
tt0373883,Halloween,2007.0
tt0848557,Diary of the Dead,2007.0
tt0421082,Control,2007.0
tt0790636,Dallas Buyers Club,2013.0
tt0795493,Cassandra's Dream,2007.0
tt0450385,1408,2007.0
tt1266029,Nowhere Boy,2009.0
tt1007028,Zack and Miri Make a Porno,2008.0
tt0976051,The Reader,2008.0
tt0443559,Killshot,2008.0
tt0403702,Youth in Revolt,2009.0
tt2184339,The Purge,2013.0
tt0898367,The Road,2009.0
tt1742650,I Don't Know How She Does It,2011.0
tt0497465,Vicky Cristina Barcelona,2008.0
tt1483013,Oblivion,2013.0
tt0426592,Superhero Movie,2008.0
tt0362120,Scary Movie 4,2006.0
tt1077258,Planet Terror,2007.0
tt1411250,Riddick,2013.0
tt1028528,Death Proof,2007.0
tt0281322,Undisputed,2002.0
tt0280778,Iris,2001.0
tt1650554,Kick-Ass 2,2013.0
tt0171359,Hamlet,2000.0
tt1596343,Fast & Furious 5,2011.0
tt0104409,Hellraiser III: Hell on Earth,1992.0
tt0068935,Way of the Dragon,1972.0
tt0120604,Beowulf,1999.0
tt0122541,An Ideal Husband,1999.0
tt0240601,"I Love You, Baby",2000.0
tt1690953,Despicable Me 2,2013.0
tt0102370,In Bed with Madonna,1991.0
tt0110027,Highlander III: The Sorcerer,1994.0
tt0133046,Teaching Mrs. Tingle,1999.0
tt1905041,Furious 6,2013.0
tt0120915,Star Wars: Episode I - The Phantom Menace,1999.0
tt0144964,Highlander: Endgame,2000.0
tt0246544,The Musketeer,2001.0
tt0193560,Texas Rangers,2001.0
tt0252299,Buffalo Soldiers,2001.0
tt0220506,Halloween: Resurrection,2002.0
tt0290212,Full Frontal,2002.0
tt0282209,Darkness Falls,2003.0
tt1139328,The Ghost,2010.0
tt0427470,The Lookout,2007.0
tt0052618,Ben-Hur,1959.0
tt0417741,Harry Potter and the Half-Blood Prince,2009.0
tt0377818,The Dukes of Hazzard,2005.0
tt0348836,Gothika,2003.0
tt0112462,Batman Forever,1995.0
tt1120985,Blue Valentine,2010.0
tt0120891,Wild Wild West,1999.0
tt0289879,The Butterfly Effect,2004.0
tt0329101,Freddy vs. Jason,2003.0
tt0251160,John Q,2002.0
tt0331632,Scooby-Doo 2: Monsters Unleashed,2004.0
tt0267913,Scooby-Doo,2002.0
tt0186566,Space Cowboys,2000.0
tt0244244,Swordfish,2001.0
tt0100944,The Witches,1990.0
tt0105695,Unforgiven,1992.0
tt0089791,Pee-wee's Big Adventure,1985.0
tt0195945,Next Friday,2000.0
tt0066999,Dirty Harry,1971.0
tt0327056,Mystic River,2003.0
tt0770752,Fool's Gold,2008.0
tt0480249,I Am Legend,2007.0
tt0366548,Happy Feet,2006.0
tt0066434,THX 1138,1971.0
tt0100133,Memphis Belle,1990.0
tt0084917,The World According to Garp,1982.0
tt0037913,Mildred Pierce,1945.0
tt0036098,Lassie Come Home,1943.0
tt0239395,Cats & Dogs,2001.0
tt0103776,Batman Returns,1992.0
tt0443649,"10,000 BC",2008.0
tt0448011,Knowing,2009.0
tt1136608,District 9,2009.0
tt1097013,Next Day Air,2009.0
tt0464154,Piranha 3D,2010.0
tt0892318,Letters to Juliet,2010.0
tt1655420,My Week with Marilyn,2011.0
tt1637706,Our Idiot Brother,2011.0
tt1262416,Scream 4,2011.0
tt1655442,The Artist,2011.0
tt1270761,Don't Be Afraid of the Dark,2010.0
tt1504320,The King's Speech,2010.0
tt0361748,Inglourious Basterds,2009.0
tt1311067,Halloween II,2009.0
tt0489049,Fanboys,2009.0
tt0976222,Bandslam,2009.0
tt0375568,Astro Boy,2009.0
tt1315981,A Single Man,2009.0
tt1951264,The Hunger Games: Catching Fire,2013.0
tt0977855,Fair Game,2010.0
tt1860355,Undefeated,2011.0
tt1007029,The Iron Lady,2011.0
tt1093357,The Darkest Hour,2011.0
tt1045658,Silver Linings Playbook,2012.0
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012.0
tt1321860,The Beaver,2011.0
tt1517489,Spy Kids 4: All the Time in the World,2011.0
tt0945513,Source Code,2011.0
tt1502404,Drive Angry,2011.0
tt1682181,Bully,2011.0
tt1586265,What to Expect When You're Expecting,2012.0
tt0431021,The Possession,2012.0
tt1764651,The Expendables 2,2012.0
tt1259521,The Cabin in the Woods,2011.0
tt1800741,Step Up 4: Miami Heat,2012.0
tt1212450,Lawless,2012.0
tt1764234,Killing Them Softly,2012.0
tt1568338,Man on a Ledge,2012.0
tt1838544,Gone,2012.0
tt1343727,Dredd,2012.0
tt1920849,Bachelorette,2012.0
tt0795461,Scary Movie 5,2013.0
tt1327773,The Butler,2013.0
tt2334649,Fruitvale Station,2013.0
tt0075148,Rocky,1976.0
tt1245526,RED,2010.0
tt0102753,Rambling Rose,1991.0
tt0053604,The Apartment,1960.0
tt0367085,Soul Plane,2004.0
tt0067411,McCabe & Mrs. Miller,1971.0
tt0478197,Leonard Cohen: I'm Your Man,2005.0
tt0117108,Multiplicity,1996.0
tt0226009,Jailbait,2000.0
tt1341167,Four Lions,2010.0
tt0348333,Waiting...,2005.0
tt0338095,Haute tension,2003.0
tt0344510,A Very Long Engagement,2004.0
tt1226236,I Am Love,2009.0
tt0048356,Marty,1955.0
tt0420757,Man About Town,2006.0
tt0070355,Magnum Force,1973.0
tt0064665,Midnight Cowboy,1969.0
tt0795426,Midnight Clear,2006.0
tt0095953,Rain Man,1988.0
tt0935075,Rabbit Hole,2010.0
tt0307351,Prey for Rock & Roll,2003.0
tt1262981,World's Greatest Dad,2009.0
tt1001562,Witless Protection,2008.0
tt0245562,Windtalkers,2002.0
tt0114938,Wild Bill,1995.0
tt0486674,What Just Happened,2008.0
tt1465522,Tucker and Dale vs Evil,2010.0
tt0084814,Trail of the Pink Panther,1982.0
tt0070814,Tom Sawyer,1973.0
tt1293842,The Winning Season,2009.0
tt0120520,The Wings of the Dove,1997.0
tt0051036,Sweet Smell of Success,1957.0
tt0098384,Steel Magnolias,1989.0
tt0120788,Permanent Midnight,1998.0
tt0839880,Lake Dead,2007.0
tt0363276,Madhouse,2004.0
tt0227005,Made,2001.0
tt0234137,Love & Sex,2000.0
tt0202677,The Way of the Gun,2000.0
tt0040897,The Treasure of the Sierra Madre,1948.0
tt0117774,The Substitute,1996.0
tt0120802,The Red Violin,1998.0
tt0981072,The Lucky Ones,2008.0
tt0070334,The Long Goodbye,1973.0
tt0165854,The Limey,1999.0
tt0097613,The January Man,1989.0
tt1594562,The Innkeepers,2011.0
tt1038919,The Bounty Hunter,2010.0
tt1392170,The Hunger Games,2012.0
tt1615091,The Lost Future,2010.0
tt0106664,The Dark Half,1993.0
tt0115685,The Birdcage,1996.0
tt0189584,The Big Kahuna,1999.0
tt0200465,The Bank Job,2008.0
tt0042208,The Asphalt Jungle,1950.0
tt0078767,The Amityville Horror,1979.0
tt0125659,Open Your Eyes,1997.0
tt0368909,Ong-bak,2003.0
tt1598828,One for the Money,2012.0
tt0035140,"Now, Voyager",1942.0
tt0395972,North Country,2005.0
tt0031725,Ninotchka,1939.0
tt0247786,"Two Days, Nine Lives",2001.0
tt0309912,Nicholas Nickleby,2002.0
tt0116743,Kama Sutra: A Tale of Love,1996.0
tt1175491,W.,2008.0
tt1855401,Tim and Eric's Billion Dollar Movie,2012.0
tt1456635,Goon,2011.0
tt0115798,The Cable Guy,1996.0
tt0114388,Sense and Sensibility,1995.0
tt1233227,Saw VI,2009.0
tt0120744,The Man in the Iron Mask,1998.0
tt0985699,Valkyrie,2008.0
tt0100135,Men at Work,1990.0
tt1095442,Goodbye Solo,2008.0
tt0077597,Gas Pump Girls,1979.0
tt0492389,Furry Vengeance,2010.0
tt0097257,Earth Girls Are Easy,1988.0
tt0059124,Dr. Goldfoot and the Bikini Machine,1965.0
tt0088960,Creator,1985.0
tt0804452,Bratz,2007.0
tt0162662,A Slipping-Down Life,1999.0
tt0245712,Amores Perros,2000.0
tt1602098,Albert Nobbs,2011.0
tt1399683,Winter's Bone,2010.0
tt1291584,Warrior,2011.0
tt0065214,The Wild Bunch,1969.0
tt0075314,Taxi Driver,1976.0
tt0258000,Panic Room,2002.0
tt0093565,Moonstruck,1987.0
tt1527186,Melancholia,2011.0
tt1615147,Margin Call,2011.0
tt1588170,I Saw the Devil,2010.0
tt0926084,Harry Potter and the Deathly Hallows: Part 1,2010.0
tt0190332,"Crouching Tiger, Hidden Dragon",2000.0
tt1436045,13 Assassins,2010.0
tt0098453,Teen Witch,1989.0
tt0094862,Child's Play,1988.0
tt0111653,Wagons East,1994.0
tt0327919,I Am David,2003.0
tt0094910,The Couch Trip,1988.0
tt0081071,The Long Riders,1980.0
tt0072325,Truck Turner,1974.0
tt0087727,Missing in Action,1984.0
tt0051411,The Big Country,1958.0
tt0102555,Not Without My Daughter,1991.0
tt0093640,No Way Out,1987.0
tt0083629,The Beast Within,1982.0
tt0104765,Love Field,1992.0
tt0049406,The Killing,1956.0
tt0052564,The Angry Red Planet,1959.0
tt0081184,Motel Hell,1980.0
tt0052832,The Fugitive Kind,1960.0
tt0084732,Still of the Night,1982.0
tt0079240,The First Great Train Robbery,1978.0
tt0305396,The Crocodile Hunter: Collision Course,2002.0
tt0100680,Stanley & Iris,1990.0
tt0089572,The Mean Season,1985.0
tt0048424,The Night of the Hunter,1955.0
tt0082416,The French Lieutenant's Woman,1981.0
tt0063415,The Party,1968.0
tt0057413,The Pink Panther,1963.0
tt0100530,The Russia House,1990.0
tt0055614,West Side Story,1961.0
tt0094142,Throw Momma from the Train,1987.0
tt0054047,The Magnificent Seven,1960.0
tt0120757,The Mod Squad,1999.0
tt0263757,Uptown Girls,2003.0
tt0070915,White Lightning,1973.0
tt0098546,UHF,1989.0
tt0098090,The Phantom of the Opera,1989.0
tt0102926,The Silence of the Lambs,1991.0
tt0086567,WarGames,1983.0
tt0086619,Yentl,1983.0
tt0092003,Stagecoach,1986.0
tt0086999,Breakin' 2: Electric Boogaloo,1984.0
tt0072251,The Taking of Pelham One Two Three,1974.0
tt0071746,Lenny,1974.0
tt0118900,Gang Related,1997.0
tt0251114,Hart's War,2002.0
tt0070653,Scorpio,1973.0
tt0089730,Once Bitten,1985.0
tt0091699,Otello,1986.0
tt0105046,Of Mice and Men,1992.0
tt0094783,The Boost,1988.0
tt0078790,The Apple Dumpling Gang Rides Again,1979.0
tt0086993,The Bounty,1984.0
tt0068931,The Mechanic,1972.0
tt0056241,The Miracle Worker,1962.0
tt0087231,The Falcon and the Snowman,1985.0
tt0076210,The Island of Dr. Moreau,1977.0
tt0057115,The Great Escape,1963.0
tt0055184,The Misfits,1961.0
tt0054428,The Unforgiven,1960.0
tt0383216,The Pink Panther,2006.0
tt0107863,Posse,1993.0
tt0091875,Running Scared,1986.0
tt0108187,Son of the Pink Panther,1993.0
tt0098042,Out Cold,1989.0
tt0114287,Rob Roy,1995.0
tt0122690,Ronin,1998.0
tt0075268,Stay Hungry,1976.0
tt0102103,Impromptu,1991.0
tt0059287,How to Stuff a Wild Bikini,1965.0
tt0089348,Invasion USA,1985.0
tt0102005,Harley Davidson and the Marlboro Man,1991.0
tt0093200,Hollywood Shuffle,1987.0
tt0080895,How to Beat the High Cost of Living,1980.0
tt0085672,Hercules,1983.0
tt0068673,Hammer,1972.0
tt0109913,Go Fish,1994.0
tt0048254,Killer's Kiss,1955.0
tt0071706,Juggernaut,1974.0
tt0070379,Mean Streets,1973.0
tt0283897,Assassination Tango,2002.0
tt0373469,Kiss Kiss Bang Bang,2005.0
tt0105690,Under Siege,1992.0
tt0438488,Terminator Salvation,2009.0
tt0059825,The Train,1964.0
tt0091055,Firewalker,1986.0
tt0295289,A Guy Thing,2003.0
tt0052896,A Hole in the Head,1959.0
tt0096769,After Midnight,1989.0
tt0049414,A Kiss Before Dying,1956.0
tt0303714,Barbershop,2002.0
tt0069897,Coffy,1973.0
tt0086946,Beat Street,1984.0
tt0068284,Blacula,1972.0
tt0055798,Birdman of Alcatraz,1962.0
tt0068309,Boxcar Bertha,1972.0
tt0097138,Cyborg,1989.0
tt0085384,Curse of the Pink Panther,1983.0
tt0069976,Dillinger,1973.0
tt0080661,Dressed to Kill,1980.0
tt0106873,Fatal Instinct,1993.0
tt0057449,The Raven,1963.0
tt0066130,Ned Kelly,1970.0
tt0313911,Agent Cody Banks,2003.0
tt1228705,Iron Man 2,2010.0
tt0085811,Krull,1983.0
tt0139134,Cruel Intentions,1999.0
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0
tt0089886,Real Genius,1985.0
tt0088172,Starman,1984.0
tt0118708,Beverly Hills Ninja,1997.0
tt0118615,Anaconda,1997.0
tt0381849,3:10 to Yuma,2007.0
tt0374102,Open Water,2003.0
